"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:lord->ENT:god>>OBJ:creator->ATTR:divine>>OBJ:speaker", [GNSS|0002]
"^ ACT|P=ACTV:speak|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:isaac|R.OBJ=ENT:abraham->ROLE:father; ^ ACT|P=ACTV:call|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:isaac|R.OBJ=ENT:father; ^ ACT|P=ACTV:answer|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:son|R.AEE=PHR:here-am-i; ^ ACT|P=ACTV:ask|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:isaac|R.OBJ=CNCPT:question->R.AEE=REL:about->OBJ:lamb->OBJ:burnt-offering->R.AEE=REL:missing", [GNSS|0E4C-0E56]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ACT:prophesy|NEST.AS=OBJ ^ @ ACT|P=ACTV:provide|G.T=FU|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=OBJ:lamb->OBJ:burnt-offering|R.AEE=REL:for->ENT:isaac|NEST.AS=OBJ; ^ ACT|P=ACTV:go|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham>>ENT:isaac|C.MANNER=ADV:together", [GNSS|0E57-0E5C]
"^ ACT|P=ACTV:come|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham>>ENT:isaac|R.OBJ=LOC:place->REL:of->ENT:god->ACT:tell->ENT:abraham; ^ ACT|P=ACTV:build|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:altar|R.LOC=LOC:there; ^ ACT|P=ACTV:lay|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:wood|C.MOD=REL:in-order; ^ ACT|P=ACTV:bind|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:isaac|R.AEE=REL:son; ^ ACT|P=ACTV:lay|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:isaac|R.LOC=OBJ:altar->REL:on->OBJ:wood", [GNSS|0E5D-0E66]
"^ ACT|P=ACTV:stretch|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:hand|R.AEE=ACT:take->OBJ:knife->ACT:slay->R.OBJ=ENT:isaac->REL:son", [GNSS|0E67-0E6A]
"^ ACT|P=ACTV:call|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:angel->ENT:lord|R.OBJ=ENT:abraham|R.SRC=LOC:heaven|R.AEE=ACT:say->OBJ:abraham->REP:2; ^ ACT|P=ACTV:answer|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=PHR:here-am-i", [GNSS|0E6B-0E70]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:angel->ENT:lord|R.OBJ=ACT:command|NEST.AS=OBJ ^ @ ACT|P=ACTV:lay|G.T=IMP|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:hand->REL:on->ENT:isaac->C.POL=NEG|NEST.AS=OBJ ^ @ ACT|P=ACTV:do|G.T=IMP|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:anything->C.POL=NEG|NEST.AS=OBJ ^ @ ACT|P=ACTV:know|G.T=PR|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=ENT:abraham|R.AEE=ATTR:fearing->ENT:god->R.AEE=REL:since->ACT:withhold->C.POL=NEG->ENT:isaac->REL:only->REL:son", [GNSS|0E71-0E75]
"^ ACT|P=ACTV:lift|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:eyes|R.AEE=ACT:see->OBJ:ram->R.AEE=REL:behind->ENT:abraham->ACT:caught->LOC:thicket->R.AEE=REL:by->OBJ:horns", [GNSS|0E76-0E7F]
"^ ACT|P=ACTV:go|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.DST=OBJ:ram; ^ ACT|P=ACTV:take|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:ram; ^ ACT|P=ACTV:offer|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:ram|R.AEE=OBJ:burnt-offering|R.AEE=REL:in->REL:stead->ENT:isaac->REL:son", [GNSS|0E80-0E84]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ROLE:patriarch|R.AEE=ACT:test->R.OBJ=ENT:god", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:isaac|R.OBJ=ROLE:son|R.AEE=REL:of->ENT:abraham", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:god|R.OBJ=ROLE:entity|R.AEE=ATTR:divine->ACT:test->REL:and->ACT:bless->ENT:abraham", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:rebekah|R.OBJ=ROLE:maiden|R.AEE=REL:of->ENT:nahor->OBJ:household->ACT:choose->R.OBJ=ROLE:wife->ENT:isaac", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:bethuel|R.OBJ=ROLE:father|R.AEE=REL:of->ENT:rebekah->REL:and->ROLE:son->ENT:nahor", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:laban|R.OBJ=ROLE:brother|R.AEE=REL:of->ENT:rebekah->REL:and->ROLE:son->ENT:bethuel", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:sarah|R.OBJ=ROLE:wife|R.AEE=REL:of->ENT:abraham->ATTR:deceased", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:ephron|R.OBJ=ROLE:hittite|R.AEE=ACT:sell->OBJ:cave->LOC:machpelah->REL:to->ENT:abraham", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=LOC:machpelah|R.OBJ=ROLE:field|R.AEE=REL:with->OBJ:cave->ACT:purchase->ENT:abraham->R.AEE=ROLE:site->ATTR:burial", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=LOC:beer-sheba|R.OBJ=ROLE:place|R.AEE=ACT:dwell->ENT:abraham", [GNSS|0E85-102E]
"^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=LOC:aram-naharaim|R.OBJ=ROLE:region|R.AEE=REL:where->ENT:servant->ENT:abraham->ACT:go->ACT:find->ROLE:wife->ENT:isaac", [GNSS|0E85-102E]
"^ ACT|P=ACTV:call|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ID:name->LOC:adonai-jireh|R.AEE=REL:of->LOC:place; ^ COP|P=be-said|G.T=PR|G.V=STAT|G.M=IND|G.AS=-|R.AFF=PROP:saying|R.OBJ=LOC:mount->REL:where->ENT:lord->ACT:seen|R.TEMP=TIME:this->UNIT:day", [GNSS|0E85-0E8B]
"^ ACT|P=ACTV:call|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:angel->ENT:lord|R.OBJ=ENT:abraham|R.REP=NUM:2|R.SRC=LOC:heaven; ^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:lord|R.OBJ=ACT:swear->R.AFF=ENT:lord->R.AEE=REL:by->ENT:self; ^ ACT|P=ACTV:bless|G.T=FU|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:lord|R.OBJ=ENT:abraham|R.AEE=ACT:multiply->R.OBJ=ENT:seed->R.AEE=SIM:stars->LOC:heaven>>sand->LOC:seashore|R.AEE=ACT:possess->OBJ:gate->ENT:enemies|R.AEE=ACT:bless->OBJ:nations->LOC:earth->R.AEE=REL:because->ENT:abraham->ACT:hearken->ENT:god->OBJ:voice", [GNSS|0E8C-0EA6]
"^ ACT|P=ACTV:return|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:men->ATTR:young; ^ ACT|P=ACTV:rise|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:men|C.MANNER=ADV:together|R.AEE=ACT:go->LOC:beer-sheba; ^ ACT|P=ACTV:dwell|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=LOC:beer-sheba", [GNSS|0EA7-0EAB]
"^ ACT|P=ACTV:tell|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=BASE:unknown|R.OBJ=ENT:abraham|R.AEE=ACT:bear->ENT:milcah->OBJ:children->R.BEN=ENT:nahor->ROLE:brother->ENT:abraham|R.AEE=ACT:list->ENT:children->Q.N=8->R.AEE=ACT:beget->ENT:rebekah", [GNSS|0EAC-0EBB]
"^ ACT|P=ACTV:bear|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:reumah|R.OBJ=ENT:children->LIST:tebah>>gaham>>tahash>>maacah|R.ROLE=concubine->ENT:nahor", [GNSS|0EBC-0EC0]
"^ COP|P=be|G.T=PA|G.V=STAT|G.M=IND|G.AS=-|R.AFF=PROP:life->ENT:sarah|R.OBJ=PROP:age|P.AXIS=PAX:age|P.LEVEL=LVL:127|Q.U=UNIT:years", [GNSS|0EC1-0EC8]
"^ ACT|P=ACTV:die|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:sarah|R.LOC=LOC:kiriatharba->ALT:hebron->LOC:canaan; ^ ACT|P=ACTV:come|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.AEE=ACT:mourn->ENT:sarah->ACT:weep->ENT:sarah", [GNSS|0EC9-0ECE]
"^ ACT|P=ACTV:rise|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.SRC=REL:before->ENT:dead; ^ ACT|P=ACTV:speak|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:children->ENT:heth|R.AEE=ACT:request->OBJ:burial-place->R.AEE=ACT:bury->ENT:dead->REL:out-of->OBJ:sight", [GNSS|0ECF-0EDA]
"^ ACT|P=ACTV:answer|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:children->ENT:heth|R.OBJ=ENT:abraham|R.AEE=ACT:say->R.AEE=ACT:acknowledge->ENT:abraham->ROLE:prince->ATTR:mighty|R.AEE=ACT:permit->ENT:abraham->ACT:bury->ENT:dead->R.AEE=REL:in->OBJ:sepulchre->C.POL=NEG->ACT:withhold", [GNSS|0EDB-0EE6]
"^ ACT|P=ACTV:rise|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham; ^ ACT|P=ACTV:bow|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:people->LOC:land->ENT:children->ENT:heth", [GNSS|0EE7-0EEB]
"^ ACT|P=ACTV:speak|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:children->ENT:heth|R.AEE=ACT:request->ENT:ephron->ROLE:son->ENT:zohar->ACT:give->OBJ:cave->LOC:machpelah->R.AEE=ATTR:end->OBJ:field->R.AEE=ACT:pay->OBJ:price->ATTR:full->R.AEE=ROLE:possession->ROLE:burial", [GNSS|0EEC-0EFE]
"^ ACT|P=ACTV:answer|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:ephron->ATTR:hittite|R.OBJ=ENT:abraham|R.AEE=LOC:gate->LOC:city->ENT:heth|R.AEE=ACT:say->ACT:give->OBJ:field>>OBJ:cave->C.POL=POS->ENT:abraham->ACT:bury->ENT:dead", [GNSS|0F03-0F13]
"^ ACT|P=ACTV:hearken|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:ephron; ^ ACT|P=ACTV:weigh|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=OBJ:silver|Q.N=400|Q.U=UNIT:shekel|R.AEE=ATTR:merchant->ATTR:current->ATTR:money->REL:of->ENT:ephron", [GNSS|0F2A-0F31]
"^ COP|P=be-made-sure|G.T=PA|G.V=STAT|G.M=IND|G.AS=-|R.AFF=LOC:field->ENT:ephron->LOC:machpelah|R.OBJ=ROLE:possession|R.BEN=ENT:abraham|R.AEE=REL:before->ENT:children->ENT:heth->R.AEE=LOC:gate->LOC:city", [GNSS|0F32-0F42]
"^ ACT|P=ACTV:bury|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:sarah|R.AEE=ROLE:wife|R.LOC=LOC:cave->LOC:field->LOC:machpelah->LOC:mamre->ALT:hebron->LOC:canaan", [GNSS|0F43-0F48]
"^ COP|P=be|G.T=PA|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=PROP:age|P.AXIS=PAX:age|P.LEVEL=LVL:old|R.AEE=ATTR:stricken->P.AXIS=PAX:age|R.AEE=ACT:bless->ENT:lord->R.AFF=ENT:abraham->R.AEE=Q.BASE=BASE:all->OBJ:things", [GNSS|0F50-0F54]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ROLE:elder->ENT:house->ACT:rule->Q.BASE=BASE:all; ^ ACT|P=ACTV:make|G.T=FU|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:servant|R.AEE=ACT:swear->REL:by->ENT:lord->ROLE:god->LOC:heaven>>LOC:earth|R.AEE=ACT:take->C.POL=NEG->ROLE:wife->ENT:isaac->REL:from->ENT:canaanite", [GNSS|0F55-0F66]
"^ ACT|P=ACTV:go|G.T=IMP|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.DST=LOC:country->ENT:abraham->LOC:kindred|R.AEE=ACT:take->ROLE:wife->ENT:isaac", [GNSS|0F67-0F6C]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.OBJ=ENT:abraham|R.AEE=ACT:ask->CNCPT:question->R.AEE=PROP:willing->ENT:woman->C.POL=NEG->ACT:follow->R.AEE=ACT:bring->ENT:isaac->C.POL=POS->R.SRC=LOC:land->ENT:abraham->R.SRC=LOC:nativity", [GNSS|0F6D-0F75]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:servant|R.AEE=ACT:warn->C.POL=POS->ACT:bring->C.POL=NEG->ENT:isaac->LOC:thither", [GNSS|0F76-0F78]
"^ ACT|P=ACTV:speak|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:abraham|R.OBJ=ENT:servant|R.AEE=ACT:declare->ENT:lord->ROLE:god->LOC:heaven->R.AEE=ACT:take->ENT:abraham->R.SRC=LOC:father->OBJ:house->LOC:nativity->ACT:swear->ENT:god->R.AEE=ACT:give->OBJ:land->ENT:seed->R.AEE=ACT:send->ENT:angel->R.AEE=ACT:take->ROLE:wife->ENT:isaac->LOC:thence", [GNSS|0F79-0F85]
"^ ACT|P=ACTV:be|G.T=FU|G.V=STAT|G.M=IND|G.AS=-|R.AFF=ENT:woman|R.OBJ=PROP:willing|C.POL=NEG->ACT:follow->ENT:servant; ^ ACT|P=ACTV:be-clear|G.T=FU|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.OBJ=OBJ:oath->ENT:abraham->R.AEE=ACT:bring->C.POL=NEG->ENT:isaac->LOC:thither", [GNSS|0F86-0F8D]
"^ ACT|P=ACTV:swear|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.OBJ=ENT:abraham->ROLE:master|R.AEE=ACT:put->OBJ:hand->LOC:under->OBJ:thigh", [GNSS|0F8E-0F92]
"^ ACT|P=ACTV:take|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.OBJ=OBJ:camel->Q.N=10|R.AEE=REL:of->ENT:master|R.AEE=ACT:depart->R.AEE=ACT:possess->OBJ:goods->ATTR:goodly->ENT:master|R.AEE=ACT:go->LOC:aram-naharaim->LOC:city->ENT:nahor", [GNSS|0F93-0F9C]
"^ ACT|P=ACTV:kneel|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:camel|R.LOC=REL:without->LOC:city->REL:by->OBJ:well->OBJ:water|R.TEMP=TIME:evening->R.AEE=REL:when->ENT:women->ACT:draw->OBJ:water", [GNSS|0F9D-0FA4]
"^ ACT|P=ACTV:say|G.T=PA|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.OBJ=ENT:lord->ENT:god->REL:of->ENT:abraham->ROLE:master|R.AEE=ACT:pray->ENT:lord->ACT:send->OBJ:success->TIME:this->UNIT:day->R.AEE=ACT:show->OBJ:kindness->ENT:abraham", [GNSS|0FA5-0FAC]
"^ ACT|P=ACTV:stand|G.T=PR|G.V=ACT|G.M=IND|G.AS=-|R.AFF=ENT:servant|R.LOC=LOC:fountain->OBJ:water|R.AEE=ACT:observe->ENT:women->ENT:city->ACT:come->R.PURP=ACT:draw->OBJ:water", [GNSS|0F03-0F13]
^ ACT|P=ACTV:command|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ENT:abraham|C.CONTENT=SEQ{ACT:go|R.DST=LOC:country->ENT:abraham; ACT:go|R.DST=GRP:kindred->ENT:abraham; ACT:take|R.OBJ=OBJ:wife|R.BEN=ENT:son->ENT:abraham|R.ID=ENT:isaac}, [GNSS|0F67-0F6C]
^ ACT|P=ACTV:ask-contingency|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.DST=ENT:abraham|C.CONTENT=SEQ{COND{NEG:ACT:be-willing|R.AFF=ENT:woman|C.ACTION=ACT:follow|R.DIR=ENT:servant->ENT:abraham|R.DST=LOC:this->LOC:land}; QUES:ACT:bring-back|R.OBJ=ENT:son->ENT:abraham|R.DST=LOC:origin->ENT:abraham}, [GNSS|0F6D-0F75]
^ ACT|P=ACTV:forbid|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ENT:abraham|C.CONTENT=NEG:ACT:bring-back|R.OBJ=ENT:son->ENT:abraham|R.DST=LOC:there, [GNSS|0F76-0F78]
^ ACT|P=ACTV:assure|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ENT:abraham|C.BASIS=SEQ{ACT:take|R.AFF=ENT:lord|R.OBJ=ENT:abraham|R.SRC=LOC:father->ENT:abraham->LOC:house; ACT:take|R.AFF=ENT:lord|R.OBJ=ENT:abraham|R.SRC=LOC:nativity->ENT:abraham; ACT:speak|R.AFF=ENT:lord|R.DST=ENT:abraham; ACT:swear|R.AFF=ENT:lord|R.DST=ENT:abraham|C.CONTENT=ACT:grant|R.AFF=ENT:lord|R.OBJ=LOC:this->LOC:land|R.BEN=GRP:seed->ENT:abraham}|C.CONTENT=SEQ{ACT:send|R.AFF=ENT:lord|R.OBJ=ENT:angel|R.BEFORE=ENT:servant->ENT:abraham; ACT:take|R.AFF=ENT:servant->ENT:abraham|R.OBJ=OBJ:wife|R.BEN=ENT:son->ENT:abraham|R.SRC=LOC:there}, [GNSS|0F79-0F85]
^ ACT|P=ACTV:specify-release|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ENT:abraham|C.CONDITION=NEG:ACT:be-willing|R.AFF=ENT:woman|C.ACTION=ACT:follow|R.DIR=ENT:servant->ENT:abraham|C.EFFECT=ACT:clear-from-oath|R.AFF=ENT:servant->ENT:abraham; ^ ACT|P=ACTV:reiterate-ban|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|C.CONTENT=NEG:ACT:bring-back|R.OBJ=ENT:son->ENT:abraham|R.DST=LOC:there, [GNSS|0F86-0F8D]
^ ACT|P=ACTV:place-hand|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.OBJ=OBJ:hand|R.DST=OBJ:thigh->ENT:abraham; ^ ACT|P=ACTV:swear|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.DST=ENT:abraham|C.TOPIC=OBJ:matter, [GNSS|0F8E-0F92]
^ ACT|P=ACTV:take|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.OBJ=NUM:10->OBJ:camels|R.SRC=ENT:master->ENT:abraham; ^ ACT|P=ACTV:depart|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.CARRY=OBJ:goods->ENT:master->ENT:abraham; ^ ACT|P=ACTV:go|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.DST=LOC:aram-naharaim->LOC:city->ENT:nahor, [GNSS|0F93-0F9C]
^ ACT|P=ACTV:make-kneel|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.OBJ=OBJ:camels|R.LOC=LOC:outside->LOC:city|R.NEAR=LOC:well->OBJ:water|T.TIME=TIME:evening|C.CONTEXT=HAB{ACT:go-out|R.AFF=GRP:women|C.PURP=ACT:draw|R.OBJ=OBJ:water}, [GNSS|0F9D-0FA4]
^ ACT|P=ACTV:pray|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|C.ADDR=ENT:lord|C.REF=ENT:master->ENT:abraham|C.REQUEST=SEQ{ACT:grant-success|R.TIME=TIME:this->TIME:day; ACT:show-kindness|R.AFF=ENT:lord|R.DST=ENT:master->ENT:abraham}, [GNSS|0FA5-0FAC]
^ COP|P=be|G.T=PR|G.V=STAT|G.M=IND|R.AFF=ENT:servant->ENT:abraham|R.LOC=LOC:fountain->OBJ:water; ^ ACT|P=ACTV:come-out|G.T=PR|G.V=ACT|G.M=IND|R.AFF=GRP:daughters->GRP:men->LOC:city, [GNSS|0F03-0F13]
^ ACT|P=ACTV:bow|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.DST=GRP:people->LOC:land, [GNSS|0F14-0F16]
^ ACT|P=ACTV:speak|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.DST=ENT:ephron|R.AUD=GRP:people->LOC:land|C.CONTENT=SEQ{ACT:offer|R.AFF=ENT:abraham|R.OBJ=OBJ:price|R.OBJ2=OBJ:field; ACT:take|R.AFF=ENT:ephron|R.SRC=ENT:abraham; ACT:bury|R.AFF=ENT:abraham|R.OBJ=OBJ:dead|R.LOC=OBJ:there}, [GNSS|0F17-0F21]
^ ACT|P=ACTV:answer|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:ephron|R.DST=ENT:abraham|C.CONTENT=SEQ{ACT:quote-price|R.OBJ=OBJ:land|R.VAL=NUM:400->OBJ:shekels->OBJ:silver; ACT:minimize-difference|R.BETWEEN=ENT:ephron>>ENT:abraham; ACT:allow|R.AFF=ENT:ephron|R.OBJ=ACT:bury|R.OBJ2=OBJ:dead}, [GNSS|0F22-0F29]
^ ACT|P=ACTV:comply|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.SRC=ENT:ephron; ^ ACT|P=ACTV:weigh|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.DST=ENT:ephron|R.OBJ=OBJ:silver|R.VAL=NUM:400->OBJ:shekels|R.STD=ATTR:current->OBJ:money->ENT:merchant|R.AUD=GRP:children->ENT:heth, [GNSS|0F2A-0F31]
^ ACT|P=ACTV:secure-possession|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=OBJ:field->ENT:ephron|R.LOC=LOC:machpelah|R.NEAR=LOC:mamre|R.INCL=SET{OBJ:field; OBJ:cave; OBJ:trees; OBJ:border}|R.SCOPE=ATTR:round-about|R.WIT=GRP:children->ENT:heth|R.GATE=LOC:city->ENT:ephron, [GNSS|0F32-0F42]
^ ACT|P=ACTV:bury|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:sarah|R.ROLE=ROLE:wife|R.LOC=OBJ:cave->LOC:machpelah|R.BEFORE=LOC:mamre|R.AKA=LOC:hebron|R.LAND=LOC:canaan, [GNSS|0F43-0F48]
^ ACT|P=ACTV:secure-possession|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=SET{OBJ:field; OBJ:cave->IN:field}|R.PURP=OBJ:burying-place|R.SRC=GRP:children->ENT:heth, [GNSS|0F49-0F4F]
^ COP|P=be|G.T=PA|G.V=STAT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ATTR:old>>ATTR:well-stricken-in-age; ^ ACT|P=ACTV:bless|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:lord|R.OBJ=ENT:abraham|R.SCOPE=OBJ:all-things, [GNSS|0F50-0F54]
^ ACT|P=ACTV:address|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.DST=ENT:servant->ENT:abraham|R.ROLE=ATTR:elder->LOC:house|R.AUTH=ATTR:rule-over->OBJ:all->ENT:abraham|C.CONTENT=ACT:request-gesture|R.OBJ=ACT:place-hand|R.OBJ2=OBJ:hand|R.DST=OBJ:thigh->ENT:abraham, [GNSS|0F55-0F5B]
^ ACT|P=ACTV:bind-by-oath|G.T=FU|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ENT:abraham|C.AUTH=ENT:lord|C.DOMAIN=SET{LOC:heaven; LOC:earth}|C.CONTENT=RULE:forbid{ACT:take|R.OBJ=OBJ:wife|R.BEN=ENT:son->ENT:abraham|C.SRC=GRP:daughters->GRP:canaanites|R.LOC=LOC:among->ENT:abraham}, [GNSS|0F5C-0F66]
^ ACT|P=ACTV:command|G.T=PA|G.V=ACT|G.M=IND|R.AFF=ENT:abraham|R.OBJ=ENT:servant->ENT:abraham|C.CONTENT=SEQ{ACT:go|R.DST=LOC:country->ENT:abraham; ACT:go|R.DST=GRP:kindred->ENT:abraham; ACT:take|R.OBJ=OBJ:wife|R.BEN=ENT:son->ENT:abraham|R.ID=ENT:isaac}, [GNSS|0F67-0F6C]
